timestamp,batch_id,step,temperature_c,pressure_bar,ph,mixing_rpm,operator_id,equipment_id
2024-03-12 07:25:00,B441,MIXING,21.5,1.34,7.07,164.0,OP002,EQ-M02
2024-03-12 07:26:00,B441,MIXING,21.4,1.28,6.81,160.0,OP002,EQ-M02
2024-03-12 07:27:00,B441,MIXING,23.2,1.38,6.86,160.0,OP002,EQ-M02
2024-03-12 07:28:00,B441,MIXING,24.8,1.50,7.17,159.0,OP002,EQ-M02
2024-03-12 07:29:00,B441,MIXING,22.3,1.37,6.81,163.0,OP002,EQ-M02
2024-03-12 07:30:00,B441,HEATING,74.1,4.36,6.95,,OP003,EQ-M01
2024-03-12 07:31:00,B441,HEATING,72.7,4.22,7.07,,OP003,EQ-M01
2024-03-12 07:32:00,B441,HEATING,73.0,4.09,6.97,,OP003,EQ-M01
2024-03-12 07:33:00,B441,HEATING,72.1,4.26,7.07,,OP003,EQ-M01
2024-03-12 07:34:00,B441,HEATING,72.3,3.97,6.95,,OP003,EQ-M01
2024-03-12 07:35:00,B441,HEATING,73.7,4.37,6.92,,OP003,EQ-M01
2024-03-12 07:36:00,B441,HEATING,70.3,4.22,6.93,,OP003,EQ-M01
2024-03-12 07:37:00,B441,HEATING,74.1,4.02,6.93,,OP003,EQ-M01
2024-03-12 07:38:00,B441,HEATING,74.6,3.92,6.96,,OP003,EQ-M01
2024-03-12 07:39:00,B441,HEATING,70.8,3.88,6.9,,OP003,EQ-M01
2024-03-12 07:40:00,B441,HEATING,70.3,3.92,6.91,178.0,OP003,EQ-M01
2024-03-12 07:41:00,B441,HEATING,73.0,4.28,6.98,,OP003,EQ-M01
2024-03-12 07:42:00,B441,HEATING,71.6,4.15,7.08,,OP003,EQ-M01
2024-03-12 07:43:00,B441,HEATING,74.3,3.83,6.94,,OP003,EQ-M01
2024-03-12 07:44:00,B441,HEATING,71.2,3.97,7.01,,OP003,EQ-M01
2024-03-12 07:45:00,B441,HEATING,72.1,3.83,6.97,,OP003,EQ-M01
2024-03-12 07:46:00,B441,HEATING,72.6,3.87,7.07,,OP003,EQ-M01
2024-03-12 07:47:00,B441,HEATING,70.3,4.45,6.92,,OP003,EQ-M01
2024-03-12 07:48:00,B441,HEATING,74.2,4.43,7.1,,OP003,EQ-M01
2024-03-12 07:49:00,B441,HEATING,74.0,4.35,7.03,,OP003,EQ-M01
2024-03-12 07:50:00,B441,HEATING,89.4,3.89,7.01,,OP003,EQ-M01
2024-03-12 07:51:00,B441,HEATING,87.1,4.4,6.99,,OP003,EQ-M01
2024-03-12 07:52:00,B441,HEATING,71.9,4.25,6.95,,OP003,EQ-M01
2024-03-12 07:53:00,B441,HEATING,70.7,4.13,6.98,,OP003,EQ-M01
2024-03-12 07:54:00,B441,HEATING,71.2,4.06,6.97,,OP003,EQ-M01
2024-03-12 07:55:00,B441,HEATING,71.6,4.07,7.04,,OP003,EQ-M01
2024-03-12 07:56:00,B441,HEATING,71.5,4.46,7.08,,OP003,EQ-M01
2024-03-12 07:57:00,B441,HEATING,72.4,4.03,7.01,,OP003,EQ-M01
2024-03-12 07:58:00,B441,HEATING,74.2,4.26,7.06,,OP003,EQ-M01
2024-03-12 07:59:00,B441,HEATING,72.7,4.24,6.96,,OP003,EQ-M01
2024-03-12 08:00:00,B441,HEATING,73.7,3.94,7.04,,OP003,EQ-M01
2024-03-12 08:01:00,B441,HEATING,74.3,3.89,7.02,,OP003,EQ-M01
2024-03-12 08:02:00,B441,HEATING,70.5,4.31,6.92,,OP003,EQ-M01
2024-03-12 08:03:00,B441,HEATING,74.7,3.9,7.09,,OP003,EQ-M01
2024-03-12 08:04:00,B441,HEATING,74.0,4.22,7.06,,OP003,EQ-M01
2024-03-12 08:05:00,B441,HEATING,74.0,4.46,6.95,,OP003,EQ-M01
2024-03-12 08:06:00,B441,HEATING,73.0,3.87,7.02,,OP003,EQ-M01
2024-03-12 08:07:00,B441,HEATING,70.9,4.2,7.01,,OP003,EQ-M01
2024-03-12 08:08:00,B441,HEATING,72.3,4.17,7.05,,OP003,EQ-M01
2024-03-12 08:09:00,B441,HEATING,74.0,4.14,7.02,,OP003,EQ-M01
2024-03-12 08:10:00,B441,HEATING,74.7,3.88,6.92,,OP003,EQ-M01
2024-03-12 08:11:00,B441,HEATING,70.4,4.26,6.98,,OP003,EQ-M01
2024-03-12 08:12:00,B441,HEATING,73.9,4.27,6.97,,OP003,EQ-M01
2024-03-12 08:13:00,B441,HEATING,74.5,4.33,6.95,,OP003,EQ-M01
2024-03-12 08:14:00,B441,HEATING,71.8,4.02,6.93,,OP003,EQ-M01
2024-03-12 08:15:00,B441,COOLING,15.7,1.47,6.99,,OP001,EQ-M02
2024-03-12 08:16:00,B441,COOLING,16.9,1.36,7.01,,OP001,EQ-M02
2024-03-12 08:17:00,B441,COOLING,19.7,1.39,7.0,,OP001,EQ-M02
2024-03-12 08:18:00,B441,COOLING,16.9,1.49,7.04,,OP001,EQ-M02
2024-03-12 08:19:00,B441,COOLING,19.8,1.06,7.07,,OP001,EQ-M02
2024-03-12 08:20:00,B441,COOLING,18.2,1.06,7.02,,OP001,EQ-M02
2024-03-12 08:21:00,B441,COOLING,18.4,1.01,6.99,,OP001,EQ-M02
2024-03-12 08:22:00,B441,COOLING,19.1,1.15,6.99,,OP001,EQ-M02
2024-03-12 08:23:00,B441,COOLING,17.2,1.15,7.08,,OP001,EQ-M02
2024-03-12 08:24:00,B441,COOLING,18.9,1.06,7.1,,OP001,EQ-M02
2024-03-12 08:40:00,B441,COOLING,15.2,1.44,7.04,,OP001,EQ-M02
2024-03-12 08:41:00,B441,COOLING,15.9,1.05,6.94,,OP001,EQ-M02
2024-03-12 08:42:00,B441,COOLING,19.9,1.23,7.06,,OP001,EQ-M02
2024-03-12 08:43:00,B441,COOLING,18.2,1.29,6.93,,OP001,EQ-M02
2024-03-12 08:44:00,B441,COOLING,19.7,1.15,7.02,,OP001,EQ-M02
2024-03-12 08:45:00,B441,FILLING,20.8,2.32,7.18,,OP002,EQ-M01
2024-03-12 08:46:00,B441,FILLING,18.6,2.25,6.96,,OP002,EQ-M01
2024-03-12 08:47:00,B441,FILLING,19.9,2.06,6.85,,OP002,EQ-M01
2024-03-12 08:48:00,B441,FILLING,19.1,2.15,6.97,,OP002,EQ-M01
2024-03-12 08:49:00,B441,FILLING,20.4,2.32,6.96,,OP002,EQ-M01
2024-03-12 08:50:00,B441,FILLING,19.6,2.11,7.04,,OP002,EQ-M01
2024-03-12 08:51:00,B441,FILLING,19.3,2.02,6.97,,OP002,EQ-M01
2024-03-12 08:52:00,B441,FILLING,19.9,2.11,7.03,,OP002,EQ-M01
2024-03-12 08:53:00,B441,FILLING,20.3,2.35,7.06,,OP002,EQ-M01
2024-03-12 08:54:00,B441,FILLING,20.6,2.16,7.11,,OP002,EQ-M01
2024-03-12 08:55:00,B441,FILLING,20.2,2.22,7.05,,OP002,EQ-M01
2024-03-12 08:56:00,B441,FILLING,19.4,2.26,7.09,,OP002,EQ-M01
2024-03-12 08:57:00,B441,FILLING,21.5,2.46,7.0,,OP002,EQ-M01
2024-03-12 08:58:00,B441,FILLING,20.1,2.4,6.93,,OP002,EQ-M01
2024-03-12 08:59:00,B441,FILLING,21.3,2.25,6.85,,OP002,EQ-M01
2024-03-12 09:00:00,B441,FILLING,18.3,2.42,6.82,,OP002,EQ-M01
2024-03-12 09:01:00,B441,FILLING,19.1,2.17,6.87,,OP002,EQ-M01
2024-03-12 09:02:00,B441,FILLING,19.3,2.37,6.81,,OP002,EQ-M01
2024-03-12 09:03:00,B441,FILLING,21.3,2.43,6.95,,OP002,EQ-M01
2024-03-12 09:04:00,B441,FILLING,18.6,2.3,6.85,,OP002,EQ-M01
2024-03-12 09:05:00,B441,FILLING,19.5,2.48,7.2,,OP002,EQ-M01
2024-03-12 09:06:00,B441,FILLING,21.1,2.16,7.08,,OP002,EQ-M01
2024-03-12 09:07:00,B441,FILLING,20.8,2.19,7.06,,OP002,EQ-M01
2024-03-12 09:08:00,B441,FILLING,18.0,2.1,7.01,,OP002,EQ-M01
2024-03-12 09:09:00,B441,FILLING,18.7,2.08,7.13,,OP002,EQ-M01
2024-03-12 09:10:00,B441,FILLING,22.0,2.28,7.14,,OP002,EQ-M01
2024-03-12 09:11:00,B441,FILLING,22.0,2.07,6.98,,OP002,EQ-M01
2024-03-12 09:12:00,B441,FILLING,19.6,2.04,7.1,,OP002,EQ-M01
2024-03-12 09:13:00,B441,FILLING,19.7,2.23,6.86,,OP002,EQ-M01
2024-03-12 09:14:00,B441,FILLING,18.7,2.45,6.82,,OP002,EQ-M01
2024-03-12 09:15:00,B441,FILLING,18.9,2.15,7.0,,OP002,EQ-M01
2024-03-12 09:16:00,B441,FILLING,20.3,2.25,6.83,,OP002,EQ-M01
2024-03-12 09:17:00,B441,FILLING,19.0,2.42,7.06,,OP002,EQ-M01
2024-03-12 09:18:00,B441,FILLING,20.6,2.34,7.11,,OP002,EQ-M01
2024-03-12 09:19:00,B441,FILLING,18.2,2.18,7.02,,OP002,EQ-M01
2024-03-12 09:20:00,B441,FILLING,19.4,2.42,6.99,,OP002,EQ-M01
2024-03-12 09:21:00,B441,FILLING,21.1,2.43,7.0,,OP002,EQ-M01
2024-03-12 09:22:00,B441,FILLING,21.6,2.29,7.14,,OP002,EQ-M01
2024-03-12 09:23:00,B441,FILLING,19.4,2.25,7.01,,OP002,EQ-M01
2024-03-12 09:24:00,B441,FILLING,18.4,2.2,7.17,,OP002,EQ-M01
2024-03-12 09:25:00,B441,FILLING,20.5,2.09,7.2,,OP002,EQ-M01
2024-03-12 09:26:00,B441,FILLING,18.8,2.01,7.22,,OP002,EQ-M01
2024-03-12 09:27:00,B441,FILLING,19.8,2.15,7.24,,OP002,EQ-M01
2024-03-12 09:28:00,B441,FILLING,18.0,2.14,7.25,,OP002,EQ-M01
2024-03-12 09:29:00,B441,FILLING,20.5,2.49,7.27,,OP002,EQ-M01
2024-03-12 09:30:00,B441,FILLING,19.9,2.38,7.29,,OP002,EQ-M01
2024-03-12 09:31:00,B441,FILLING,20.9,2.48,7.31,,OP002,EQ-M01
2024-03-12 09:32:00,B441,FILLING,21.5,2.06,7.33,,OP002,EQ-M01
2024-03-12 09:33:00,B441,FILLING,19.8,2.28,7.34,,OP002,EQ-M01
2024-03-12 09:34:00,B441,FILLING,21.9,2.49,7.36,,OP002,EQ-M01
2024-03-12 09:35:00,B441,FILLING,20.9,2.37,7.38,,OP002,EQ-M01
2024-03-12 09:36:00,B441,FILLING,18.5,2.02,7.4,,OP002,EQ-M01
2024-03-12 09:37:00,B441,FILLING,20.0,2.49,7.42,,OP002,EQ-M01
2024-03-12 09:38:00,B441,FILLING,21.9,2.21,7.43,,OP002,EQ-M01
2024-03-12 09:39:00,B441,FILLING,18.3,2.28,7.45,,OP002,EQ-M01
2024-03-12 09:40:00,B441,FILLING,21.7,2.41,7.47,,OP002,EQ-M01
2024-03-12 09:41:00,B441,FILLING,19.5,2.02,7.49,,OP002,EQ-M01
2024-03-12 09:42:00,B441,FILLING,20.7,2.36,7.51,,OP002,EQ-M01
2024-03-12 09:43:00,B441,FILLING,21.5,2.37,7.52,,OP002,EQ-M01
2024-03-12 09:44:00,B441,FILLING,18.2,2.12,7.54,,OP002,EQ-M01
2024-03-12 09:45:00,B441,FILLING,21.4,2.0,7.56,,OP002,EQ-M01
2024-03-12 09:46:00,B441,FILLING,20.7,2.01,7.58,,OP002,EQ-M01
2024-03-12 09:47:00,B441,FILLING,21.6,2.34,7.6,,OP002,EQ-M01
2024-03-12 09:48:00,B441,FILLING,21.4,2.17,7.61,,OP002,EQ-M01
2024-03-12 09:49:00,B441,FILLING,19.2,2.3,7.63,,OP002,EQ-M01
2024-03-12 09:50:00,B441,FILLING,19.1,2.44,7.65,,OP002,EQ-M01
2024-03-12 09:51:00,B441,FILLING,18.3,2.17,7.67,,OP002,EQ-M01
2024-03-12 09:52:00,B441,FILLING,21.2,2.5,7.69,,OP002,EQ-M01
2024-03-12 09:53:00,B441,FILLING,19.6,2.07,7.7,,OP002,EQ-M01
2024-03-12 09:54:00,B441,FILLING,22.0,2.35,7.72,,OP002,EQ-M01
2024-03-12 09:55:00,B441,FILLING,19.6,2.46,7.74,,OP002,EQ-M01
2024-03-12 09:56:00,B441,FILLING,18.5,2.18,7.76,,OP002,EQ-M01
2024-03-12 09:57:00,B441,FILLING,18.8,2.01,7.78,,OP002,EQ-M01
2024-03-12 09:58:00,B441,FILLING,20.5,2.17,7.79,,OP002,EQ-M01
2024-03-12 09:59:00,B441,FILLING,21.8,2.38,7.81,,OP002,EQ-M01
2024-03-12 10:00:00,B441,FILLING,19.1,2.45,7.83,,OP002,EQ-M01
2024-03-12 10:01:00,B441,FILLING,19.3,2.45,7.85,,OP002,EQ-M01
2024-03-12 10:02:00,B441,FILLING,21.0,2.3,7.87,,OP002,EQ-M01
2024-03-12 10:03:00,B441,FILLING,19.2,2.12,7.88,,OP002,EQ-M01
2024-03-12 10:04:00,B441,FILLING,18.6,2.44,7.9,,OP002,EQ-M01
2024-03-12 10:05:00,B441,FILLING,20.2,2.4,7.92,,OP002,EQ-M01
2024-03-12 10:06:00,B441,FILLING,19.8,2.24,7.94,,OP002,EQ-M01
2024-03-12 10:07:00,B441,FILLING,20.7,2.41,7.96,,OP002,EQ-M01
2024-03-12 10:08:00,B441,FILLING,21.2,2.09,7.97,,OP002,EQ-M01
2024-03-12 10:09:00,B441,FILLING,18.4,2.33,7.99,,OP002,EQ-M01
2024-03-12 10:10:00,B441,FILLING,20.1,2.22,8.01,,OP002,EQ-M01
2024-03-12 10:11:00,B441,FILLING,21.8,2.05,8.03,,OP002,EQ-M01
2024-03-12 10:12:00,B441,FILLING,19.0,2.03,8.05,,OP002,EQ-M01
2024-03-12 10:13:00,B441,FILLING,20.1,2.16,8.06,,OP002,EQ-M01
2024-03-12 10:14:00,B441,FILLING,18.4,2.19,8.08,,OP002,EQ-M01
2024-03-12 10:15:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:16:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:17:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:18:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:19:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:20:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:21:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:22:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:23:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:24:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:25:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:26:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:27:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:28:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:29:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:30:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:31:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:32:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:33:00,B441,CAPPING,,,,,OP003,EQ-M02
2024-03-12 10:34:00,B441,CAPPING,,,,,OP003,EQ-M02
